date;units;value;sensor_id;parameter_id;parameter_name
2016-11-01;µg/m³;11.3;13866;5;no2
2016-11-02;µg/m³;8.71;13866;5;no2
2016-11-03;µg/m³;9.2;13866;5;no2
2016-11-04;µg/m³;125.0;13866;5;no2
2016-11-05;µg/m³;110.0;13866;5;no2
2016-11-06;µg/m³;107.0;13866;5;no2
2016-11-07;µg/m³;86.7;13866;5;no2
2016-11-08;µg/m³;119.0;13866;5;no2
2016-11-09;µg/m³;131.0;13866;5;no2
2016-11-10;µg/m³;375.0;13866;5;no2
2016-11-11;µg/m³;309.0;13866;5;no2
2016-11-12;µg/m³;241.0;13866;5;no2
2016-11-13;µg/m³;249.0;13866;5;no2
2016-11-14;µg/m³;207.0;13866;5;no2
2016-11-15;µg/m³;195.0;13866;5;no2
2016-11-16;µg/m³;158.0;13866;5;no2
2016-11-17;µg/m³;180.0;13866;5;no2
2016-11-18;µg/m³;206.0;13866;5;no2
2016-11-19;µg/m³;296.0;13866;5;no2
2016-11-20;µg/m³;240.0;13866;5;no2
2016-11-21;µg/m³;193.0;13866;5;no2
2016-11-22;µg/m³;194.0;13866;5;no2
2016-11-23;µg/m³;210.0;13866;5;no2
2016-11-24;µg/m³;127.0;13866;5;no2
2016-11-25;µg/m³;106.0;13866;5;no2
2016-11-26;µg/m³;125.0;13866;5;no2
2016-11-27;µg/m³;158.0;13866;5;no2
2016-11-28;µg/m³;232.0;13866;5;no2
2016-11-29;µg/m³;208.0;13866;5;no2
2016-11-30;µg/m³;216.0;13866;5;no2
2016-12-01;µg/m³;196.0;13866;5;no2
2016-12-02;µg/m³;185.0;13866;5;no2
2016-12-03;µg/m³;178.0;13866;5;no2
2016-12-04;µg/m³;99.0;13866;5;no2
2016-12-05;µg/m³;0.0;13866;5;no2
2016-12-06;µg/m³;0.193;13866;5;no2
2016-12-07;µg/m³;0.316;13866;5;no2
2016-12-08;µg/m³;25.8;13866;5;no2
2016-12-09;µg/m³;60.2;13866;5;no2
2016-12-10;µg/m³;22.1;13866;5;no2
2016-12-11;µg/m³;25.6;13866;5;no2
2016-12-12;µg/m³;30.8;13866;5;no2
2016-12-13;µg/m³;26.9;13866;5;no2
2016-12-14;µg/m³;24.8;13866;5;no2
2016-12-15;µg/m³;26.8;13866;5;no2
2016-12-16;µg/m³;25.4;13866;5;no2
2016-12-17;µg/m³;25.8;13866;5;no2
2016-12-18;µg/m³;26.6;13866;5;no2
2016-12-19;µg/m³;25.1;13866;5;no2
2016-12-20;µg/m³;46.0;13866;5;no2
2016-12-21;µg/m³;25.3;13866;5;no2
2016-12-22;µg/m³;17.2;13866;5;no2
2017-02-16;µg/m³;31.7;13866;5;no2
2017-02-18;µg/m³;33.5;13866;5;no2
2017-02-19;µg/m³;31.9;13866;5;no2
2017-02-20;µg/m³;22.8;13866;5;no2
2017-02-21;µg/m³;24.5;13866;5;no2
2017-02-22;µg/m³;18.0;13866;5;no2
2017-02-23;µg/m³;17.0;13866;5;no2
2017-02-24;µg/m³;17.5;13866;5;no2
2017-02-25;µg/m³;18.3;13866;5;no2
2017-02-26;µg/m³;19.4;13866;5;no2
2017-02-27;µg/m³;23.1;13866;5;no2
2017-02-28;µg/m³;23.7;13866;5;no2
2017-03-01;µg/m³;19.8;13866;5;no2
2017-03-02;µg/m³;17.6;13866;5;no2
2017-03-03;µg/m³;17.2;13866;5;no2
2017-03-04;µg/m³;17.4;13866;5;no2
2017-03-05;µg/m³;18.0;13866;5;no2
2017-03-06;µg/m³;19.5;13866;5;no2
2017-03-07;µg/m³;17.0;13866;5;no2
2017-03-08;µg/m³;18.9;13866;5;no2
2017-03-09;µg/m³;19.2;13866;5;no2
2017-03-10;µg/m³;17.2;13866;5;no2
2017-03-11;µg/m³;17.7;13866;5;no2
2017-03-12;µg/m³;16.6;13866;5;no2
2017-03-13;µg/m³;17.6;13866;5;no2
2017-03-14;µg/m³;18.6;13866;5;no2
2017-03-15;µg/m³;19.9;13866;5;no2
2017-03-16;µg/m³;17.8;13866;5;no2
2017-03-17;µg/m³;18.3;13866;5;no2
2017-03-18;µg/m³;20.0;13866;5;no2
2017-03-19;µg/m³;18.2;13866;5;no2
2017-03-20;µg/m³;18.6;13866;5;no2
2017-03-21;µg/m³;18.9;13866;5;no2
2017-03-22;µg/m³;19.8;13866;5;no2
2017-03-23;µg/m³;18.6;13866;5;no2
2017-03-24;µg/m³;41.9;13866;5;no2
2017-03-25;µg/m³;42.6;13866;5;no2
2017-03-26;µg/m³;41.5;13866;5;no2
2017-03-27;µg/m³;51.6;13866;5;no2
2017-03-28;µg/m³;49.7;13866;5;no2
2017-03-29;µg/m³;44.7;13866;5;no2
2017-03-30;µg/m³;49.1;13866;5;no2
2017-03-31;µg/m³;43.5;13866;5;no2
2017-04-01;µg/m³;40.3;13866;5;no2
2017-04-02;µg/m³;51.5;13866;5;no2
2017-04-03;µg/m³;49.1;13866;5;no2
2017-04-04;µg/m³;43.2;13866;5;no2
2017-04-05;µg/m³;41.2;13866;5;no2
2016-11-01;µg/m³;300.0;13864;2;pm25
2016-11-02;µg/m³;201.0;13864;2;pm25
2016-11-03;µg/m³;410.0;13864;2;pm25
2016-11-04;µg/m³;925.0;13864;2;pm25
2016-11-05;µg/m³;842.0;13864;2;pm25
2016-11-06;µg/m³;314.0;13864;2;pm25
2016-11-07;µg/m³;451.0;13864;2;pm25
2016-11-08;µg/m³;404.0;13864;2;pm25
2016-11-09;µg/m³;403.0;13864;2;pm25
2016-11-10;µg/m³;399.0;13864;2;pm25
2016-11-11;µg/m³;335.0;13864;2;pm25
2016-11-12;µg/m³;224.0;13864;2;pm25
2016-11-13;µg/m³;229.0;13864;2;pm25
2016-11-14;µg/m³;306.0;13864;2;pm25
2016-11-15;µg/m³;350.0;13864;2;pm25
2016-11-16;µg/m³;324.0;13864;2;pm25
2016-11-17;µg/m³;258.0;13864;2;pm25
2016-11-19;µg/m³;534.0;13864;2;pm25
2016-11-20;µg/m³;287.0;13864;2;pm25
2016-11-21;µg/m³;198.0;13864;2;pm25
2016-11-22;µg/m³;231.0;13864;2;pm25
2016-11-23;µg/m³;393.0;13864;2;pm25
2016-11-24;µg/m³;130.0;13864;2;pm25
2016-11-25;µg/m³;117.0;13864;2;pm25
2016-11-27;µg/m³;36.9;13864;2;pm25
2016-11-28;µg/m³;311.0;13864;2;pm25
2016-11-29;µg/m³;317.0;13864;2;pm25
2016-11-30;µg/m³;338.0;13864;2;pm25
2016-12-01;µg/m³;333.0;13864;2;pm25
2016-12-02;µg/m³;266.0;13864;2;pm25
2016-12-03;µg/m³;323.0;13864;2;pm25
2016-12-04;µg/m³;281.0;13864;2;pm25
2016-12-05;µg/m³;431.0;13864;2;pm25
2016-12-06;µg/m³;196.0;13864;2;pm25
2016-12-07;µg/m³;384.0;13864;2;pm25
2016-12-08;µg/m³;378.0;13864;2;pm25
2016-12-09;µg/m³;288.0;13864;2;pm25
2016-12-10;µg/m³;242.0;13864;2;pm25
2016-12-11;µg/m³;294.0;13864;2;pm25
2016-12-12;µg/m³;209.0;13864;2;pm25
2016-12-13;µg/m³;191.0;13864;2;pm25
2016-12-14;µg/m³;236.0;13864;2;pm25
2016-12-15;µg/m³;268.0;13864;2;pm25
2016-12-16;µg/m³;266.0;13864;2;pm25
2016-12-17;µg/m³;284.0;13864;2;pm25
2016-12-18;µg/m³;316.0;13864;2;pm25
2016-12-19;µg/m³;253.0;13864;2;pm25
2016-12-20;µg/m³;153.0;13864;2;pm25
2016-12-21;µg/m³;235.0;13864;2;pm25
2016-12-22;µg/m³;446.0;13864;2;pm25
2017-02-16;µg/m³;176.0;13864;2;pm25
2017-02-18;µg/m³;156.0;13864;2;pm25
2017-02-19;µg/m³;145.0;13864;2;pm25
2017-02-20;µg/m³;126.0;13864;2;pm25
2017-02-21;µg/m³;129.0;13864;2;pm25
2017-02-22;µg/m³;90.7;13864;2;pm25
2017-02-23;µg/m³;82.1;13864;2;pm25
2017-02-24;µg/m³;95.4;13864;2;pm25
2017-02-25;µg/m³;133.0;13864;2;pm25
2017-02-26;µg/m³;113.0;13864;2;pm25
2017-02-27;µg/m³;177.0;13864;2;pm25
2017-02-28;µg/m³;139.0;13864;2;pm25
2017-03-01;µg/m³;113.0;13864;2;pm25
2017-03-02;µg/m³;70.0;13864;2;pm25
2017-03-03;µg/m³;112.0;13864;2;pm25
2017-03-04;µg/m³;140.0;13864;2;pm25
2017-03-05;µg/m³;132.0;13864;2;pm25
2017-03-06;µg/m³;131.0;13864;2;pm25
2017-03-07;µg/m³;59.1;13864;2;pm25
2017-03-08;µg/m³;60.0;13864;2;pm25
2017-03-09;µg/m³;47.9;13864;2;pm25
2017-03-10;µg/m³;36.0;13864;2;pm25
2017-03-11;µg/m³;68.4;13864;2;pm25
2017-03-12;µg/m³;80.5;13864;2;pm25
2017-03-13;µg/m³;88.1;13864;2;pm25
2017-03-14;µg/m³;120.0;13864;2;pm25
2017-03-15;µg/m³;137.0;13864;2;pm25
2017-03-16;µg/m³;128.0;13864;2;pm25
2017-03-17;µg/m³;114.0;13864;2;pm25
2017-03-18;µg/m³;145.0;13864;2;pm25
2017-03-19;µg/m³;158.0;13864;2;pm25
2017-03-20;µg/m³;163.0;13864;2;pm25
2017-03-21;µg/m³;168.0;13864;2;pm25
2017-03-22;µg/m³;191.0;13864;2;pm25
2017-03-23;µg/m³;172.0;13864;2;pm25
2017-03-24;µg/m³;102.0;13864;2;pm25
2017-03-25;µg/m³;109.0;13864;2;pm25
2017-03-26;µg/m³;92.8;13864;2;pm25
2017-03-27;µg/m³;147.0;13864;2;pm25
2017-03-28;µg/m³;141.0;13864;2;pm25
2017-03-29;µg/m³;181.0;13864;2;pm25
2017-03-30;µg/m³;87.6;13864;2;pm25
2017-03-31;µg/m³;122.0;13864;2;pm25
2017-04-01;µg/m³;92.5;13864;2;pm25
2017-04-02;µg/m³;118.0;13864;2;pm25
2017-04-03;µg/m³;69.2;13864;2;pm25
2017-04-04;µg/m³;49.8;13864;2;pm25
2017-04-05;µg/m³;67.3;13864;2;pm25
2017-04-06;µg/m³;147.0;13864;2;pm25
2017-04-07;µg/m³;151.0;13864;2;pm25
2016-02-04;µg/m³;8580.0;392;4;co
2016-02-05;µg/m³;3620.0;392;4;co
2016-02-06;µg/m³;1820.0;392;4;co
2016-02-07;µg/m³;1840.0;392;4;co
2016-02-08;µg/m³;2310.0;392;4;co
2016-02-09;µg/m³;3200.0;392;4;co
2016-02-10;µg/m³;3980.0;392;4;co
2016-02-11;µg/m³;2140.0;392;4;co
2016-02-12;µg/m³;1420.0;392;4;co
2016-02-13;µg/m³;1480.0;392;4;co
2016-02-14;µg/m³;1700.0;392;4;co
2016-02-15;µg/m³;1620.0;392;4;co
2016-02-16;µg/m³;1470.0;392;4;co
2016-02-17;µg/m³;2170.0;392;4;co
2016-02-18;µg/m³;2380.0;392;4;co
2016-02-19;µg/m³;2170.0;392;4;co
2016-02-20;µg/m³;827.0;392;4;co
2016-02-21;µg/m³;955.0;392;4;co
2016-02-22;µg/m³;1960.0;392;4;co
2016-02-23;µg/m³;3580.0;392;4;co
2016-02-24;µg/m³;1810.0;392;4;co
2016-02-25;µg/m³;2560.0;392;4;co
2016-02-26;µg/m³;3410.0;392;4;co
2016-02-27;µg/m³;5610.0;392;4;co
2016-02-28;µg/m³;2330.0;392;4;co
2016-02-29;µg/m³;4060.0;392;4;co
2016-03-01;µg/m³;3690.0;392;4;co
2016-03-02;µg/m³;3260.0;392;4;co
2016-03-03;µg/m³;1750.0;392;4;co
2016-03-04;µg/m³;883.0;392;4;co
2016-03-05;µg/m³;1350.0;392;4;co
2016-03-06;µg/m³;1350.0;392;4;co
2016-03-07;µg/m³;1500.0;392;4;co
2016-03-08;µg/m³;2640.0;392;4;co
2016-03-09;µg/m³;2410.0;392;4;co
2016-03-10;µg/m³;2520.0;392;4;co
2016-03-11;µg/m³;965.0;392;4;co
2016-03-12;µg/m³;820.0;392;4;co
2016-03-13;µg/m³;2350.0;392;4;co
2016-03-14;µg/m³;2580.0;392;4;co
2016-03-15;µg/m³;1040.0;392;4;co
2016-03-16;µg/m³;1240.0;392;4;co
2016-03-17;µg/m³;2200.0;392;4;co
2016-03-18;µg/m³;3150.0;392;4;co
2016-03-19;µg/m³;1930.0;392;4;co
2016-03-20;µg/m³;1500.0;392;4;co
2016-03-21;µg/m³;1500.0;392;4;co
2016-03-22;µg/m³;1500.0;392;4;co
2016-03-23;µg/m³;2170.0;392;4;co
2016-03-24;µg/m³;2790.0;392;4;co
2016-03-25;µg/m³;954.0;392;4;co
2016-03-26;µg/m³;763.0;392;4;co
2016-03-27;µg/m³;1310.0;392;4;co
2016-03-28;µg/m³;880.0;392;4;co
2016-03-30;µg/m³;657.0;392;4;co
2016-04-03;µg/m³;840.0;392;4;co
2016-04-05;µg/m³;650.0;392;4;co
2016-04-06;µg/m³;940.0;392;4;co
2016-04-07;µg/m³;567.0;392;4;co
2016-04-08;µg/m³;1060.0;392;4;co
2016-04-09;µg/m³;797.0;392;4;co
2016-04-10;µg/m³;540.0;392;4;co
2016-04-11;µg/m³;598.0;392;4;co
2016-04-12;µg/m³;1290.0;392;4;co
2016-04-13;µg/m³;1660.0;392;4;co
2016-04-14;µg/m³;3180.0;392;4;co
2016-04-17;µg/m³;2510.0;392;4;co
2016-04-18;µg/m³;2310.0;392;4;co
2016-04-19;µg/m³;1590.0;392;4;co
2016-04-20;µg/m³;984.0;392;4;co
2016-04-21;µg/m³;1060.0;392;4;co
2016-04-22;µg/m³;1870.0;392;4;co
2016-04-23;µg/m³;2870.0;392;4;co
2016-04-24;µg/m³;2740.0;392;4;co
2016-04-25;µg/m³;5700.0;392;4;co
2016-04-26;µg/m³;4930.0;392;4;co
2016-04-27;µg/m³;4170.0;392;4;co
2016-04-28;µg/m³;2950.0;392;4;co
2016-05-02;µg/m³;700.0;392;4;co
2016-05-03;µg/m³;1390.0;392;4;co
2016-05-04;µg/m³;825.0;392;4;co
2016-05-05;µg/m³;1180.0;392;4;co
2016-05-06;µg/m³;1130.0;392;4;co
2016-05-07;µg/m³;1510.0;392;4;co
2016-05-08;µg/m³;1150.0;392;4;co
2016-05-09;µg/m³;877.0;392;4;co
2016-05-10;µg/m³;1200.0;392;4;co
2016-05-11;µg/m³;1380.0;392;4;co
2016-05-12;µg/m³;1510.0;392;4;co
2016-05-13;µg/m³;2060.0;392;4;co
2016-05-14;µg/m³;4750.0;392;4;co
2016-05-15;µg/m³;880.0;392;4;co
2016-05-16;µg/m³;1540.0;392;4;co
2016-05-17;µg/m³;1530.0;392;4;co
2016-05-18;µg/m³;13300.0;392;4;co
2016-05-19;µg/m³;2530.0;392;4;co
2016-05-20;µg/m³;1080.0;392;4;co
2016-05-21;µg/m³;1050.0;392;4;co
2016-05-22;µg/m³;890.0;392;4;co
2016-05-23;µg/m³;1050.0;392;4;co
2025-02-18;ppb;0.781;12234782;102;co
2025-02-19;ppb;0.788;12234782;102;co
2025-02-20;ppb;0.988;12234782;102;co
2025-02-21;ppb;0.499;12234782;102;co
2025-02-22;ppb;0.977;12234782;102;co
2025-02-23;ppb;1.35;12234782;102;co
2025-02-24;ppb;1.49;12234782;102;co
2025-02-25;ppb;1.7;12234782;102;co
2025-02-26;ppb;0.782;12234782;102;co
2025-02-27;ppb;3.42;12234782;102;co
2025-02-28;ppb;0.595;12234782;102;co
2025-03-02;ppb;0.852;12234782;102;co
2025-03-03;ppb;0.932;12234782;102;co
2025-03-04;ppb;0.354;12234782;102;co
2025-03-05;ppb;0.851;12234782;102;co
2025-03-06;ppb;1.19;12234782;102;co
2025-03-07;ppb;1.25;12234782;102;co
2025-03-08;ppb;1.29;12234782;102;co
2025-03-09;ppb;1.09;12234782;102;co
2025-03-10;ppb;1.11;12234782;102;co
2025-03-11;ppb;0.764;12234782;102;co
2025-03-12;ppb;0.785;12234782;102;co
2025-03-13;ppb;0.829;12234782;102;co
2025-03-14;ppb;0.325;12234782;102;co
2025-03-15;ppb;0.361;12234782;102;co
2025-03-16;ppb;0.483;12234782;102;co
2025-03-17;ppb;0.479;12234782;102;co
2025-03-18;ppb;0.749;12234782;102;co
2025-03-19;ppb;1.18;12234782;102;co
2025-03-20;ppb;0.727;12234782;102;co
2025-03-21;ppb;1.36;12234782;102;co
2025-03-22;ppb;1.16;12234782;102;co
2025-03-23;ppb;1.62;12234782;102;co
2025-03-24;ppb;1.78;12234782;102;co
2025-03-25;ppb;2.46;12234782;102;co
2025-03-26;ppb;2.18;12234782;102;co
2025-03-27;ppb;0.28;12234782;102;co
2025-03-28;ppb;0.232;12234782;102;co
2025-03-29;ppb;0.679;12234782;102;co
2025-03-30;ppb;0.794;12234782;102;co
2025-03-31;ppb;1.05;12234782;102;co
2025-04-01;ppb;1.61;12234782;102;co
2025-04-02;ppb;1.36;12234782;102;co
2025-04-03;ppb;1.01;12234782;102;co
2025-04-04;ppb;1.18;12234782;102;co
2025-04-05;ppb;1.47;12234782;102;co
2025-04-06;ppb;2.92;12234782;102;co
2025-04-07;ppb;0.819;12234782;102;co
2025-04-08;ppb;0.81;12234782;102;co
2025-04-10;ppb;0.685;12234782;102;co
2025-04-11;ppb;0.838;12234782;102;co
2025-04-12;ppb;0.491;12234782;102;co
2025-04-13;ppb;0.494;12234782;102;co
2025-04-14;ppb;0.48;12234782;102;co
2025-04-15;ppb;0.488;12234782;102;co
2025-04-16;ppb;0.509;12234782;102;co
2025-04-17;ppb;0.49;12234782;102;co
2025-04-18;ppb;0.49;12234782;102;co
2025-04-19;ppb;0.481;12234782;102;co
2025-04-20;ppb;0.483;12234782;102;co
2025-04-21;ppb;1.07;12234782;102;co
2025-04-22;ppb;0.931;12234782;102;co
2025-04-23;ppb;1.55;12234782;102;co
2025-04-24;ppb;1.91;12234782;102;co
2025-04-25;ppb;1.15;12234782;102;co
2025-04-26;ppb;1.41;12234782;102;co
2025-04-27;ppb;1.55;12234782;102;co
2025-04-29;ppb;1.27;12234782;102;co
2025-04-30;ppb;0.561;12234782;102;co
2025-05-01;ppb;0.406;12234782;102;co
2025-05-02;ppb;1.17;12234782;102;co
2025-05-03;ppb;1.2;12234782;102;co
2025-05-04;ppb;1.09;12234782;102;co
2025-05-05;ppb;0.828;12234782;102;co
2025-05-06;ppb;0.89;12234782;102;co
2025-05-07;ppb;1.23;12234782;102;co
2025-05-08;ppb;1.22;12234782;102;co
2025-05-09;ppb;1.11;12234782;102;co
2025-05-10;ppb;1.06;12234782;102;co
2025-05-11;ppb;0.974;12234782;102;co
2025-05-12;ppb;0.586;12234782;102;co
2025-05-13;ppb;0.944;12234782;102;co
2025-05-14;ppb;0.867;12234782;102;co
2025-05-15;ppb;1.15;12234782;102;co
2025-05-16;ppb;0.605;12234782;102;co
2025-05-17;ppb;0.724;12234782;102;co
2025-05-18;ppb;0.705;12234782;102;co
2025-05-19;ppb;1.06;12234782;102;co
2025-05-20;ppb;0.836;12234782;102;co
2025-05-21;ppb;0.666;12234782;102;co
2025-05-22;ppb;0.773;12234782;102;co
2025-05-23;ppb;0.552;12234782;102;co
2025-05-24;ppb;0.404;12234782;102;co
2025-05-25;ppb;1.66;12234782;102;co
2025-05-26;ppb;0.805;12234782;102;co
2025-05-27;ppb;1.08;12234782;102;co
2025-05-28;ppb;0.603;12234782;102;co
2025-05-29;ppb;1.13;12234782;102;co
2025-05-30;ppb;1.02;12234782;102;co
2025-05-31;ppb;0.534;12234782;102;co
2025-02-18;ppb;30.8;12234783;24;no
2025-02-19;ppb;10.5;12234783;24;no
2025-02-20;ppb;20.4;12234783;24;no
2025-02-21;ppb;8.58;12234783;24;no
2025-02-22;ppb;28.9;12234783;24;no
2025-02-23;ppb;50.6;12234783;24;no
2025-02-24;ppb;55.2;12234783;24;no
2025-02-25;ppb;40.6;12234783;24;no
2025-02-26;ppb;25.0;12234783;24;no
2025-02-27;ppb;7.23;12234783;24;no
2025-02-28;ppb;10.9;12234783;24;no
2025-03-02;ppb;6.99;12234783;24;no
2025-03-03;ppb;6.95;12234783;24;no
2025-03-04;ppb;4.49;12234783;24;no
2025-03-05;ppb;36.0;12234783;24;no
2025-03-06;ppb;59.3;12234783;24;no
2025-03-07;ppb;26.7;12234783;24;no
2025-03-08;ppb;36.3;12234783;24;no
2025-03-09;ppb;15.9;12234783;24;no
2025-03-10;ppb;31.7;12234783;24;no
2025-03-11;ppb;15.5;12234783;24;no
2025-03-12;ppb;9.05;12234783;24;no
2025-03-13;ppb;13.0;12234783;24;no
2025-03-14;ppb;6.37;12234783;24;no
2025-03-15;ppb;7.05;12234783;24;no
2025-03-16;ppb;8.05;12234783;24;no
2025-03-17;ppb;9.23;12234783;24;no
2025-03-18;ppb;18.3;12234783;24;no
2025-03-19;ppb;45.1;12234783;24;no
2025-03-20;ppb;17.4;12234783;24;no
2025-03-21;ppb;38.4;12234783;24;no
2025-03-22;ppb;31.3;12234783;24;no
2025-03-23;ppb;37.1;12234783;24;no
2025-03-24;ppb;51.2;12234783;24;no
2025-03-25;ppb;74.6;12234783;24;no
2025-03-26;ppb;70.0;12234783;24;no
2025-03-27;ppb;10.6;12234783;24;no
2025-03-28;ppb;5.91;12234783;24;no
2025-03-29;ppb;12.5;12234783;24;no
2025-03-30;ppb;11.9;12234783;24;no
2025-03-31;ppb;19.1;12234783;24;no
2025-04-01;ppb;53.2;12234783;24;no
2025-04-02;ppb;37.0;12234783;24;no
2025-04-03;ppb;29.3;12234783;24;no
2025-04-04;ppb;22.0;12234783;24;no
2025-04-05;ppb;48.2;12234783;24;no
2025-04-06;ppb;100.0;12234783;24;no
2025-04-07;ppb;18.0;12234783;24;no
2025-04-08;ppb;5.21;12234783;24;no
2025-04-10;ppb;7.57;12234783;24;no
2025-04-11;ppb;8.69;12234783;24;no
2025-04-12;ppb;30.5;12234783;24;no
2025-04-13;ppb;42.6;12234783;24;no
2025-04-14;ppb;6.72;12234783;24;no
2025-04-15;ppb;6.07;12234783;24;no
2025-04-16;ppb;31.2;12234783;24;no
2025-04-17;ppb;5.27;12234783;24;no
2025-04-18;ppb;6.47;12234783;24;no
2025-04-19;ppb;5.84;12234783;24;no
2025-04-20;ppb;10.1;12234783;24;no
2025-04-21;ppb;30.6;12234783;24;no
2025-04-22;ppb;21.8;12234783;24;no
2025-04-23;ppb;58.5;12234783;24;no
2025-04-24;ppb;86.7;12234783;24;no
2025-04-25;ppb;66.2;12234783;24;no
2025-04-26;ppb;25.0;12234783;24;no
2025-04-27;ppb;11.5;12234783;24;no
2025-04-29;ppb;6.52;12234783;24;no
2025-04-30;ppb;6.04;12234783;24;no
2025-05-01;ppb;6.15;12234783;24;no
2025-05-02;ppb;16.3;12234783;24;no
2025-05-03;ppb;17.5;12234783;24;no
2025-05-04;ppb;5.0;12234783;24;no
2025-05-05;ppb;6.13;12234783;24;no
2025-05-06;ppb;7.34;12234783;24;no
2025-05-07;ppb;16.1;12234783;24;no
2025-05-08;ppb;14.3;12234783;24;no
2025-05-09;ppb;16.1;12234783;24;no
2025-05-10;ppb;10.7;12234783;24;no
2025-05-11;ppb;7.75;12234783;24;no
2025-05-12;ppb;4.63;12234783;24;no
2025-05-13;ppb;17.7;12234783;24;no
2025-05-14;ppb;21.8;12234783;24;no
2025-05-15;ppb;18.3;12234783;24;no
2025-05-16;ppb;5.35;12234783;24;no
2025-05-17;ppb;6.08;12234783;24;no
2025-05-18;ppb;4.17;12234783;24;no
2025-05-19;ppb;3.5;12234783;24;no
2025-05-20;ppb;4.02;12234783;24;no
2025-05-21;ppb;4.81;12234783;24;no
2025-05-22;ppb;6.13;12234783;24;no
2025-05-23;ppb;5.71;12234783;24;no
2025-05-24;ppb;4.09;12234783;24;no
2025-05-25;ppb;8.37;12234783;24;no
2025-05-26;ppb;4.93;12234783;24;no
2025-05-27;ppb;8.54;12234783;24;no
2025-05-28;ppb;3.97;12234783;24;no
2025-05-29;ppb;7.33;12234783;24;no
2025-05-30;ppb;9.89;12234783;24;no
2025-05-31;ppb;3.66;12234783;24;no
2025-02-18;ppb;48.5;12234784;15;no2
2025-02-19;ppb;39.6;12234784;15;no2
2025-02-20;ppb;39.1;12234784;15;no2
2025-02-21;ppb;33.1;12234784;15;no2
2025-02-22;ppb;39.4;12234784;15;no2
2025-02-23;ppb;35.4;12234784;15;no2
2025-02-24;ppb;34.6;12234784;15;no2
2025-02-25;ppb;35.2;12234784;15;no2
2025-02-26;ppb;39.3;12234784;15;no2
2025-02-27;ppb;25.0;12234784;15;no2
2025-02-28;ppb;31.1;12234784;15;no2
2025-03-02;ppb;43.3;12234784;15;no2
2025-03-03;ppb;22.8;12234784;15;no2
2025-03-04;ppb;13.5;12234784;15;no2
2025-03-05;ppb;22.1;12234784;15;no2
2025-03-06;ppb;23.3;12234784;15;no2
2025-03-07;ppb;17.6;12234784;15;no2
2025-03-08;ppb;13.6;12234784;15;no2
2025-03-09;ppb;9.14;12234784;15;no2
2025-03-10;ppb;12.8;12234784;15;no2
2025-03-11;ppb;24.5;12234784;15;no2
2025-03-12;ppb;32.6;12234784;15;no2
2025-03-13;ppb;17.7;12234784;15;no2
2025-03-14;ppb;9.82;12234784;15;no2
2025-03-15;ppb;10.7;12234784;15;no2
2025-03-16;ppb;13.4;12234784;15;no2
2025-03-17;ppb;8.89;12234784;15;no2
2025-03-18;ppb;3.75;12234784;15;no2
2025-03-19;ppb;200.0;12234784;15;no2
2025-03-20;ppb;45.3;12234784;15;no2
2025-03-21;ppb;46.5;12234784;15;no2
2025-03-22;ppb;38.2;12234784;15;no2
2025-03-23;ppb;36.5;12234784;15;no2
2025-03-24;ppb;41.9;12234784;15;no2
2025-03-25;ppb;48.0;12234784;15;no2
2025-03-26;ppb;46.2;12234784;15;no2
2025-03-27;ppb;19.3;12234784;15;no2
2025-03-28;ppb;15.8;12234784;15;no2
2025-03-29;ppb;22.2;12234784;15;no2
2025-03-30;ppb;32.6;12234784;15;no2
2025-03-31;ppb;34.4;12234784;15;no2
2025-04-01;ppb;41.3;12234784;15;no2
2025-04-02;ppb;44.5;12234784;15;no2
2025-04-03;ppb;43.4;12234784;15;no2
2025-04-04;ppb;37.4;12234784;15;no2
2025-04-05;ppb;42.6;12234784;15;no2
2025-04-06;ppb;74.1;12234784;15;no2
2025-04-07;ppb;54.3;12234784;15;no2
2025-04-08;ppb;27.5;12234784;15;no2
2025-04-10;ppb;50.5;12234784;15;no2
2025-04-11;ppb;53.7;12234784;15;no2
2025-04-12;ppb;61.1;12234784;15;no2
2025-04-13;ppb;53.0;12234784;15;no2
2025-04-14;ppb;31.1;12234784;15;no2
2025-04-15;ppb;42.1;12234784;15;no2
2025-04-16;ppb;61.6;12234784;15;no2
2025-04-17;ppb;32.6;12234784;15;no2
2025-04-18;ppb;23.2;12234784;15;no2
2025-04-19;ppb;43.3;12234784;15;no2
2025-04-20;ppb;51.7;12234784;15;no2
2025-04-21;ppb;62.2;12234784;15;no2
2025-04-22;ppb;63.8;12234784;15;no2
2025-04-23;ppb;64.3;12234784;15;no2
2025-04-24;ppb;69.9;12234784;15;no2
2025-04-25;ppb;65.7;12234784;15;no2
2025-04-26;ppb;59.1;12234784;15;no2
2025-04-27;ppb;56.5;12234784;15;no2
2025-04-29;ppb;29.6;12234784;15;no2
2025-04-30;ppb;25.0;12234784;15;no2
2025-05-01;ppb;26.0;12234784;15;no2
2025-05-02;ppb;52.6;12234784;15;no2
2025-05-03;ppb;52.9;12234784;15;no2
2025-05-04;ppb;41.1;12234784;15;no2
2025-05-05;ppb;40.6;12234784;15;no2
2025-05-06;ppb;35.4;12234784;15;no2
2025-05-07;ppb;51.5;12234784;15;no2
2025-05-08;ppb;43.2;12234784;15;no2
2025-05-09;ppb;50.9;12234784;15;no2
2025-05-10;ppb;37.2;12234784;15;no2
